ID,x,tx,T,num
1121,0,0,33,1
1122,2,9.86,33,1
1123,0,0,33,1
1124,1,2.43,33,1
1125,3,9.71,33,1
1126,7,30.43,33,1
1127,2,15,33,1
1128,0,0,33,1
1129,5,32.14,33,1
1130,0,0,33,1
1131,0,0,33,1
1132,0,0,33,1
1133,0,0,32.86,1
1134,5,32.43,32.86,1
1135,0,0,32.86,1
1136,12,17.71,32.86,1
1137,1,18.43,32.86,1
1138,0,0,32.86,1
1139,1,18.86,32.86,1
1140,0,0,32.86,1
1141,1,0.71,32.86,1
1142,0,0,32.86,1
1143,0,0,32.86,1
1144,0,0,32.86,1
1145,0,0,32.86,1
1146,3,8.57,32.86,1
1147,0,0,32.86,1
1148,0,0,32.86,1
1149,0,0,32.86,1
1150,0,0,32.86,1
1151,0,0,32.86,1
1152,1,12.14,32.86,1
1153,0,0,32.86,1
1154,1,0.57,32.86,1
1155,0,0,32.86,1
1156,0,0,32.86,1
1157,0,0,32.86,1
1158,0,0,32.71,1
1159,0,0,32.71,1
1160,4,31.43,32.71,1
1161,0,0,32.71,1
1162,0,0,32.71,1
1163,0,0,32.71,1
1164,2,15.43,32.71,1
1165,0,0,32.71,1
1166,4,1.29,32.71,1
1167,0,0,32.71,1
1168,1,0.71,32.71,1
1169,0,0,32.71,1
1170,1,2.71,32.71,1
1171,0,0,32.71,1
1172,3,6,32.71,1
1173,0,0,32.71,1
1174,0,0,32.71,1
1175,0,0,32.71,1
1176,0,0,32.71,1
1177,0,0,32.71,1
1178,1,8.86,32.71,1
1179,0,0,32.71,1
1180,0,0,32.71,1
1181,3,28.43,32.71,1
1182,0,0,32.71,1
1183,3,20.57,32.57,1
1184,4,20.71,32.57,1
1185,1,30.14,32.57,1
1186,0,0,32.57,1
1187,2,32.57,32.57,1
1188,1,3.57,32.57,1
1189,2,31.71,32.57,1
1190,1,0.86,32.57,1
1191,0,0,32.57,1
1192,0,0,32.57,1
1193,2,1.14,32.57,1
1194,1,1.57,32.57,1
1195,0,0,32.57,1
1196,0,0,32.57,1
1197,0,0,32.57,1
1198,1,0.57,32.57,1
1199,7,15,32.57,1
1200,0,0,32.57,1
1201,6,26.71,32.57,1
1202,0,0,32.57,1
1203,6,29.57,32.57,1
1204,0,0,32.57,1
1205,0,0,32.57,1
1206,0,0,32.57,1
1207,1,0.29,32.57,1
1208,0,0,32.43,1
1209,0,0,32.43,1
1210,0,0,32.43,1
1211,0,0,32.43,1
1212,0,0,32.43,1
1213,0,0,32.43,1
1214,0,0,32.43,1
1215,0,0,32.43,1
1216,0,0,32.43,1
1217,1,6.14,32.43,1
1218,0,0,32.43,1
1219,0,0,32.43,1
1220,1,3.71,32.43,1
1221,0,0,32.43,1
1222,0,0,32.43,1
1223,0,0,32.43,1
1224,0,0,32.43,1
1225,0,0,32.43,1
1226,0,0,32.43,1
1227,3,28.14,32.43,1
1228,0,0,32.43,1
1229,0,0,32.43,1
1230,3,25.86,32.29,1
1231,0,0,32.29,1
1232,3,27.57,32.29,1
1233,0,0,32.29,1
1234,8,23,32.29,1
1235,0,0,32.29,1
1236,1,0.86,32.29,1
1237,0,0,32.29,1
1238,0,0,32.29,1
1239,2,13.14,32.29,1
1240,0,0,32.29,1
1241,0,0,32.29,1
1242,11,30.86,32.29,1
1243,0,0,32.29,1
1244,1,1.29,32.29,1
1245,8,32.29,32.29,1
1246,0,0,32.29,1
1247,1,3.57,32.29,1
1248,0,0,32.29,1
1249,1,7.86,32.29,1
1250,0,0,32.29,1
1251,0,0,32.29,1
1252,3,23.43,32.29,1
1253,0,0,32.29,1
1254,0,0,32.29,1
1255,0,0,32.29,1
1256,0,0,32.29,1
1257,0,0,32.29,1
1258,3,14.29,32.29,1
1259,1,2.86,32.29,1
1260,0,0,32.29,1
1261,1,19.86,32.29,1
1262,6,25,32.29,1
1263,0,0,32.29,1
1264,2,21.43,32.29,1
1265,1,18.57,32.14,1
1266,1,0.14,32.14,1
1267,0,0,32.14,1
1268,1,2.86,32.14,1
1269,1,0.71,32.14,1
1270,0,0,32.14,1
1271,3,11.86,32.14,1
1272,2,18.71,32.14,1
1273,0,0,32.14,1
1274,0,0,32.14,1
1275,0,0,32.14,1
1276,2,2.43,32.14,1
1277,1,7.29,32.14,1
1278,1,15.86,32.14,1
1279,0,0,32.14,1
1280,0,0,32.14,1
1281,0,0,32.14,1
1282,0,0,32.14,1
1283,3,1.43,32.14,1
1284,2,8.29,32.14,1
1285,0,0,32.14,1
1286,3,19.14,32.14,1
1287,0,0,32.14,1
1288,0,0,32.14,1
1289,1,6.29,32.14,1
1290,4,24.71,32.14,1
1291,0,0,32.14,1
1292,6,30.71,32.14,1
1293,0,0,32.14,1
1294,1,5.86,32.14,1
1295,1,30.14,32.14,1
1296,4,27.71,32.14,1
1297,0,0,32.14,1
1298,2,27.14,32.14,1
1299,0,0,32.14,1
1300,4,31.57,32.14,1
1301,0,0,32,1
1302,0,0,32,1
1303,0,0,32,1
1304,0,0,32,1
1305,2,21.57,32,1
1306,0,0,32,1
1307,1,29.71,32,1
1308,0,0,32,1
1309,1,18,32,1
1310,2,8,32,1
1311,0,0,32,1
1312,0,0,32,1
1313,1,10.14,32,1
1314,0,0,32,1
1315,0,0,32,1
1316,2,11.86,32,1
1317,1,9.14,32,1
1318,0,0,32,1
1319,0,0,32,1
1320,3,6.29,32,1
1321,0,0,32,1
1322,0,0,32,1
1323,0,0,32,1
1324,0,0,32,1
1325,0,0,32,1
1326,0,0,32,1
1327,1,19,32,1
1328,1,29.29,32,1
1329,3,23.71,32,1
1330,2,27.14,32,1
1331,0,0,32,1
1332,0,0,32,1
1333,0,0,32,1
1334,1,4.57,32,1
1335,0,0,31.86,1
1336,0,0,31.86,1
1337,0,0,31.86,1
1338,4,29.14,31.86,1
1339,0,0,31.86,1
1340,1,1.57,31.86,1
1341,3,3.29,31.86,1
1342,0,0,31.86,1
1343,0,0,31.86,1
1344,0,0,31.86,1
1345,0,0,31.86,1
1346,0,0,31.86,1
1347,0,0,31.86,1
1348,3,30.71,31.86,1
1349,1,23.71,31.86,1
1350,0,0,31.86,1
1351,1,1,31.86,1
1352,1,30.57,31.86,1
1353,2,11.14,31.86,1
1354,0,0,31.86,1
1355,2,24.29,31.86,1
1356,0,0,31.86,1
1357,0,0,31.86,1
1358,0,0,31.86,1
1359,3,25.71,31.86,1
1360,0,0,31.86,1
1361,1,30.57,31.86,1
1362,0,0,31.86,1
1363,1,19.29,31.86,1
1364,0,0,31.86,1
1365,9,30.57,31.71,1
1366,0,0,31.71,1
1367,0,0,31.71,1
1368,4,8.43,31.71,1
1369,0,0,31.71,1
1370,2,23.43,31.71,1
1371,0,0,31.71,1
1372,5,26,31.71,1
1373,0,0,31.71,1
1374,0,0,31.71,1
1375,1,5.29,31.71,1
1376,0,0,31.71,1
1377,0,0,31.71,1
1378,1,23,31.71,1
1379,0,0,31.71,1
1380,0,0,31.71,1
1381,2,11.71,31.71,1
1382,0,0,31.71,1
1383,0,0,31.71,1
1384,0,0,31.71,1
1385,0,0,31.71,1
1386,0,0,31.71,1
1387,4,30.29,31.71,1
1388,1,5,31.71,1
1389,0,0,31.71,1
1390,0,0,31.57,1
1391,1,1,31.57,1
1392,5,22.86,31.57,1
1393,0,0,31.57,1
1394,0,0,31.57,1
1395,0,0,31.57,1
1396,1,7.57,31.57,1
1397,0,0,31.57,1
1398,1,11.14,31.57,1
1399,0,0,31.57,1
1400,1,8,31.57,1
1401,0,0,31.57,1
1402,1,6.57,31.57,1
1403,0,0,31.57,1
1404,0,0,31.57,1
1405,0,0,31.57,1
1406,0,0,31.57,1
1407,1,0.86,31.57,1
1408,3,28.14,31.57,1
1409,0,0,31.57,1
1410,0,0,31.57,1
1411,2,14,31.57,1
1412,0,0,31.57,1
1413,14,30.29,31.57,1
1414,4,16.86,31.57,1
1415,0,0,31.43,1
1416,0,0,31.43,1
1417,0,0,31.43,1
1418,0,0,31.43,1
1419,0,0,31.43,1
1420,0,0,31.43,1
1421,2,30.14,31.43,1
1422,0,0,31.43,1
1423,0,0,31.43,1
1424,2,24.71,31.43,1
1425,0,0,31.43,1
1426,3,18.71,31.43,1
1427,0,0,31.43,1
1428,2,6.29,31.43,1
1429,0,0,31.43,1
1430,0,0,31.43,1
1431,1,1.43,31.43,1
1432,1,27.43,31.43,1
1433,6,19.57,31.43,1
1434,1,26.14,31.43,1
1435,6,18.14,31.43,1
1436,0,0,31.43,1
1437,1,2.71,31.43,1
1438,2,7.43,31.43,1
1439,0,0,31.43,1
1440,0,0,31.43,1
1441,2,22.57,31.43,1
1442,1,22.57,31.43,1
1443,0,0,31.43,1
1444,2,21.43,31.43,1
1445,1,31.14,31.43,1
1446,0,0,31.43,1
1447,1,9.57,31.29,1
1448,0,0,31.29,1
1449,2,21,31.29,1
1450,0,0,31.29,1
1451,0,0,31.29,1
1452,3,17.43,31.29,1
1453,0,0,31.29,1
1454,0,0,31.29,1
1455,0,0,31.29,1
1456,0,0,31.29,1
1457,0,0,31.29,1
1458,0,0,31.29,1
1459,0,0,31.29,1
1460,4,13.14,31.29,1
1461,0,0,31.29,1
1462,4,20.14,31.29,1
1463,0,0,31.29,1
1464,1,6,31.29,1
1465,0,0,31.29,1
1466,0,0,31.29,1
1467,5,29.14,31.29,1
1468,0,0,31.29,1
1469,2,26.86,31.29,1
1470,0,0,31.29,1
1471,1,17.14,31.14,1
1472,0,0,31.14,1
1473,5,26.86,31.14,1
1474,0,0,31.14,1
1475,1,2.29,31.14,1
1476,2,26.29,31.14,1
1477,0,0,31.14,1
1478,2,12.29,31.14,1
1479,2,19.14,31.14,1
1480,0,0,31.14,1
1481,0,0,31.14,1
1482,1,16.71,31.14,1
1483,0,0,31.14,1
1484,0,0,31.14,1
1485,0,0,31.14,1
1486,0,0,31.14,1
1487,0,0,31.14,1
1488,0,0,31.14,1
1489,1,26.14,31.14,1
1490,2,5,31.14,1
1491,0,0,31.14,1
1492,0,0,31.14,1
1493,0,0,31.14,1
1494,0,0,31.14,1
1495,3,22.14,31.14,1
1496,0,0,31.14,1
1497,4,22,31.14,1
1498,0,0,31.14,1
1499,1,2,31.14,1
1500,0,0,31.14,1
1501,0,0,31.14,1
1502,3,25.86,31.14,1
1503,1,3.14,31.14,1
1504,0,0,31.14,1
1505,2,25.14,31.14,1
1506,0,0,31.14,1
1507,2,4,31.14,1
1508,1,10.43,31,1
1509,0,0,31,1
1510,0,0,31,1
1511,0,0,31,1
1512,4,19,31,1
1513,0,0,31,1
1514,0,0,31,1
1515,0,0,31,1
1516,26,30.86,31,1
1517,1,30.57,31,1
1518,6,26.14,31,1
1519,0,0,31,1
1520,0,0,31,1
1521,1,8.29,31,1
1522,0,0,31,1
1523,0,0,31,1
1524,0,0,31,1
1525,2,30.57,31,1
1526,0,0,31,1
1527,0,0,31,1
1528,0,0,31,1
1529,2,1.57,31,1
1530,0,0,31,1
1531,0,0,31,1
1532,1,17.43,31,1
1533,2,19.71,31,1
1534,0,0,31,1
1535,1,29.29,31,1
1536,0,0,31,1
1537,0,0,31,1
1538,0,0,31,1
1539,14,29.86,30.86,1
1540,0,0,30.86,1
1541,1,2.71,30.86,1
1542,0,0,30.86,1
1543,2,5.14,30.86,1
1544,4,25.43,30.86,1
1545,0,0,30.86,1
1546,1,2.71,30.86,1
1547,6,29.29,30.86,1
1548,0,0,30.86,1
1549,0,0,30.86,1
1550,1,0.14,30.86,1
1551,3,26,30.86,1
1552,1,2.14,30.86,1
1553,0,0,30.86,1
1554,0,0,30.86,1
1555,0,0,30.86,1
1556,0,0,30.86,1
1557,1,16.29,30.86,1
1558,1,2.29,30.86,1
1559,0,0,30.86,1
1560,8,28.71,30.86,1
1561,0,0,30.86,1
1562,0,0,30.86,1
1563,0,0,30.86,1
1564,0,0,30.86,1
1565,0,0,30.86,1
1566,0,0,30.86,1
1567,3,25.86,30.86,1
1568,0,0,30.86,1
1569,1,5.43,30.86,1
1570,0,0,30.86,1
1571,0,0,30.86,1
1572,3,30.29,30.86,1
1573,0,0,30.86,1
1574,1,1.14,30.86,1
1575,1,10.71,30.71,1
1576,1,3,30.71,1
1577,1,22,30.71,1
1578,0,0,30.71,1
1579,1,3.86,30.71,1
1580,9,12,30.71,1
1581,0,0,30.71,1
1582,0,0,30.71,1
1583,3,26.43,30.71,1
1584,0,0,30.71,1
1585,0,0,30.71,1
1586,0,0,30.71,1
1587,0,0,30.71,1
1588,1,7.57,30.71,1
1589,0,0,30.71,1
1590,0,0,30.71,1
1591,0,0,30.71,1
1592,0,0,30.71,1
1593,1,2,30.71,1
1594,0,0,30.71,1
1595,2,4,30.71,1
1596,0,0,30.71,1
1597,4,20.29,30.71,1
1598,1,25,30.71,1
1599,0,0,30.71,1
1600,0,0,30.71,1
1601,0,0,30.71,1
1602,0,0,30.71,1
1603,0,0,30.71,1
1604,0,0,30.71,1
1605,2,21.43,30.71,1
1606,0,0,30.71,1
1607,1,24.71,30.71,1
1608,1,30.29,30.71,1
1609,1,14.71,30.57,1
1610,0,0,30.57,1
1611,3,17.57,30.57,1
1612,2,6,30.57,1
1613,0,0,30.57,1
1614,2,27.71,30.57,1
1615,5,28.43,30.57,1
1616,0,0,30.57,1
1617,1,16.57,30.57,1
1618,0,0,30.57,1
1619,0,0,30.57,1
1620,1,1.71,30.57,1
1621,1,25.86,30.57,1
1622,0,0,30.57,1
1623,0,0,30.57,1
1624,0,0,30.57,1
1625,0,0,30.57,1
1626,1,3.29,30.57,1
1627,0,0,30.57,1
1628,5,25.86,30.57,1
1629,1,28.14,30.57,1
1630,0,0,30.57,1
1631,1,5.71,30.57,1
1632,0,0,30.57,1
1633,4,26.71,30.57,1
1634,0,0,30.57,1
1635,0,0,30.57,1
1636,0,0,30.57,1
1637,0,0,30.57,1
1638,0,0,30.57,1
1639,4,21.71,30.43,1
1640,3,12.71,30.43,1
1641,0,0,30.43,1
1642,0,0,30.43,1
1643,0,0,30.43,1
1644,1,17.29,30.43,1
1645,0,0,30.43,1
1646,1,3.29,30.43,1
1647,0,0,30.43,1
1648,2,8.86,30.43,1
1649,0,0,30.43,1
1650,0,0,30.43,1
1651,0,0,30.43,1
1652,2,24.43,30.43,1
1653,4,20.86,30.43,1
1654,0,0,30.43,1
1655,0,0,30.43,1
1656,0,0,30.43,1
1657,0,0,30.43,1
1658,2,19.57,30.43,1
1659,0,0,30.43,1
1660,0,0,30.43,1
1661,0,0,30.43,1
1662,1,16.86,30.43,1
1663,0,0,30.43,1
1664,1,6,30.43,1
1665,1,4.29,30.29,1
1666,0,0,30.29,1
1667,0,0,30.29,1
1668,3,16.86,30.29,1
1669,3,30.29,30.29,1
1670,0,0,30.29,1
1671,2,25.71,30.29,1
1672,0,0,30.29,1
1673,1,21.14,30.29,1
1674,0,0,30.29,1
1675,1,24.57,30.29,1
1676,0,0,30.29,1
1677,0,0,30.29,1
1678,0,0,30.29,1
1679,5,28.29,30.29,1
1680,1,8.29,30.29,1
1681,3,18.29,30.29,1
1682,0,0,30.29,1
1683,2,19.43,30.29,1
1684,1,1.86,30.29,1
1685,0,0,30.29,1
1686,1,10.14,30.29,1
1687,0,0,30.29,1
1688,0,0,30.29,1
1689,0,0,30.29,1
1690,1,22,30.29,1
1691,0,0,30.29,1
1692,2,3.86,30.29,1
1693,0,0,30.29,1
1694,0,0,30.29,1
1695,0,0,30.29,1
1696,2,17.71,30.14,1
1697,3,20.86,30.14,1
1698,0,0,30.14,1
1699,0,0,30.14,1
1700,5,30,30.14,1
1701,0,0,30.14,1
1702,2,2,30.14,1
1703,0,0,30.14,1
1704,0,0,30.14,1
1705,0,0,30.14,1
1706,0,0,30.14,1
1707,0,0,30.14,1
1708,1,1.29,30.14,1
1709,1,16.14,30.14,1
1710,0,0,30.14,1
1711,0,0,30.14,1
1712,9,28.57,30.14,1
1713,2,8.86,30.14,1
1714,0,0,30.14,1
1715,1,6.29,30.14,1
1716,1,2.14,30.14,1
1717,0,0,30.14,1
1718,0,0,30.14,1
1719,0,0,30.14,1
1720,1,21.86,30.14,1
1721,1,21.86,30.14,1
1722,0,0,30.14,1
1723,0,0,30.14,1
1724,0,0,30.14,1
1725,0,0,30.14,1
1726,0,0,30,1
1727,0,0,30,1
1728,2,5.43,30,1
1729,0,0,30,1
1730,0,0,30,1
1731,0,0,30,1
1732,0,0,30,1
1733,3,29.71,30,1
1734,0,0,30,1
1735,0,0,30,1
1736,0,0,30,1
1737,1,20.86,30,1
1738,0,0,30,1
1739,0,0,30,1
1740,0,0,30,1
1741,0,0,30,1
1742,2,25.14,30,1
1743,0,0,30,1
1744,4,25.14,30,1
1745,0,0,30,1
1746,4,28.43,30,1
1747,3,24.43,30,1
1748,0,0,30,1
1749,3,16,30,1
1750,2,15.71,30,1
1751,0,0,30,1
1752,0,0,30,1
1753,0,0,30,1
1754,0,0,30,1
1755,0,0,30,1
1756,4,7.57,30,1
1757,0,0,30,1
1758,0,0,29.86,1
1759,0,0,29.86,1
1760,5,26.57,29.86,1
1761,3,6.29,29.86,1
1762,2,15.29,29.86,1
1763,2,28.71,29.86,1
1764,0,0,29.86,1
1765,0,0,29.86,1
1766,3,24.71,29.86,1
1767,2,16.86,29.86,1
1768,4,26.57,29.86,1
1769,0,0,29.86,1
1770,7,28,29.86,1
1771,1,21.57,29.86,1
1772,2,20.71,29.86,1
1773,0,0,29.86,1
1774,2,8.14,29.86,1
1775,2,15.29,29.86,1
1776,0,0,29.86,1
1777,3,2.43,29.86,1
1778,0,0,29.86,1
1779,0,0,29.86,1
1780,0,0,29.86,1
1781,1,24.57,29.86,1
1782,0,0,29.86,1
1783,1,14,29.86,1
1784,0,0,29.86,1
1785,0,0,29.86,1
1786,3,12.71,29.86,1
1787,0,0,29.86,1
1788,0,0,29.86,1
1789,1,2.86,29.86,1
1790,6,26.43,29.86,1
1791,0,0,29.86,1
1792,1,17.57,29.86,1
1793,0,0,29.86,1
1794,2,24.86,29.86,1
1795,3,5.71,29.86,1
1796,0,0,29.86,1
1797,0,0,29.86,1
1798,3,9.71,29.71,1
1799,0,0,29.71,1
1800,1,20.14,29.71,1
1801,0,0,29.71,1
1802,0,0,29.71,1
1803,0,0,29.71,1
1804,0,0,29.71,1
1805,0,0,29.71,1
1806,0,0,29.71,1
1807,0,0,29.71,1
1808,5,29.57,29.71,1
1809,0,0,29.71,1
1810,0,0,29.71,1
1811,0,0,29.71,1
1812,1,21.14,29.71,1
1813,0,0,29.71,1
1814,0,0,29.71,1
1815,0,0,29.71,1
1816,0,0,29.71,1
1817,0,0,29.71,1
1818,0,0,29.71,1
1819,0,0,29.71,1
1820,9,23.43,29.71,1
1821,4,28.14,29.71,1
1822,2,27.57,29.71,1
1823,0,0,29.71,1
1824,0,0,29.71,1
1825,1,5,29.71,1
1826,4,8,29.71,1
1827,1,20.86,29.57,1
1828,0,0,29.57,1
1829,1,1,29.57,1
1830,0,0,29.57,1
1831,1,20.86,29.57,1
1832,0,0,29.57,1
1833,0,0,29.57,1
1834,1,19.71,29.57,1
1835,0,0,29.57,1
1836,1,0.71,29.57,1
1837,0,0,29.57,1
1838,0,0,29.57,1
1839,0,0,29.57,1
1840,1,1.71,29.57,1
1841,0,0,29.57,1
1842,1,14.29,29.57,1
1843,5,29.43,29.57,1
1844,0,0,29.57,1
1845,1,25,29.57,1
1846,0,0,29.57,1
1847,0,0,29.57,1
1848,0,0,29.57,1
1849,1,27,29.57,1
1850,0,0,29.57,1
1851,1,9.71,29.57,1
1852,0,0,29.57,1
1853,1,2,29.57,1
1854,0,0,29.57,1
1855,1,1.57,29.57,1
1856,1,26.29,29.43,1
1857,0,0,29.43,1
1858,0,0,29.43,1
1859,0,0,29.43,1
1860,7,28.57,29.43,1
1861,0,0,29.43,1
1862,0,0,29.43,1
1863,1,28.57,29.43,1
1864,0,0,29.43,1
1865,1,24,29.43,1
1866,0,0,29.43,1
1867,0,0,29.43,1
1868,0,0,29.43,1
1869,0,0,29.43,1
1870,0,0,29.43,1
1871,0,0,29.43,1
1872,1,2.43,29.43,1
1873,1,9.57,29.43,1
1874,0,0,29.43,1
1875,0,0,29.43,1
1876,1,24.14,29.43,1
1877,0,0,29.43,1
1878,2,10.71,29.43,1
1879,0,0,29.43,1
1880,0,0,29.43,1
1881,0,0,29.43,1
1882,1,11.43,29.43,1
1883,0,0,29.43,1
1884,0,0,29.29,1
1885,0,0,29.29,1
1886,1,16.29,29.29,1
1887,15,23.86,29.29,1
1888,0,0,29.29,1
1889,1,16.29,29.29,1
1890,0,0,29.29,1
1891,2,20.57,29.29,1
1892,0,0,29.29,1
1893,0,0,29.29,1
1894,3,22.57,29.29,1
1895,0,0,29.29,1
1896,0,0,29.29,1
1897,0,0,29.29,1
1898,0,0,29.29,1
1899,1,12.14,29.29,1
1900,0,0,29.29,1
1901,21,4.71,29.29,1
1902,2,20.43,29.29,1
1903,0,0,29.29,1
1904,0,0,29.29,1
1905,0,0,29.29,1
1906,3,19.86,29.29,1
1907,0,0,29.29,1
1908,0,0,29.29,1
1909,3,16.14,29.29,1
1910,2,20.57,29.29,1
1911,1,2.14,29.29,1
1912,0,0,29.29,1
1913,0,0,29.29,1
1914,1,0.43,29.29,1
1915,1,17.14,29.14,1
1916,1,3.29,29.14,1
1917,0,0,29.14,1
1918,0,0,29.14,1
1919,1,25.14,29.14,1
1920,2,18.29,29.14,1
1921,2,3.71,29.14,1
1922,1,5.14,29.14,1
1923,0,0,29.14,1
1924,0,0,29.14,1
1925,4,28.57,29.14,1
1926,0,0,29.14,1
1927,0,0,29.14,1
1928,0,0,29.14,1
1929,2,27.86,29.14,1
1930,0,0,29.14,1
1931,0,0,29.14,1
1932,1,22.71,29.14,1
1933,0,0,29.14,1
1934,1,19.14,29.14,1
1935,1,11.14,29.14,1
1936,0,0,29.14,1
1937,0,0,29.14,1
1938,0,0,29.14,1
1939,2,27.71,29.14,1
1940,0,0,29.14,1
1941,0,0,29.14,1
1942,0,0,29.14,1
1943,2,20.14,29.14,1
1944,0,0,29.14,1
1945,0,0,29,1
1946,2,4,29,1
1947,0,0,29,1
1948,0,0,29,1
1949,0,0,29,1
1950,1,15.14,29,1
1951,0,0,29,1
1952,0,0,29,1
1953,6,21.29,29,1
1954,0,0,29,1
1955,11,23.29,29,1
1956,0,0,29,1
1957,0,0,29,1
1958,1,3.86,29,1
1959,1,1.57,29,1
1960,0,0,29,1
1961,1,28,29,1
1962,1,18.29,29,1
1963,2,10.86,29,1
1964,2,25.43,29,1
1965,0,0,29,1
1966,3,1.43,29,1
1967,0,0,29,1
1968,0,0,29,1
1969,0,0,29,1
1970,0,0,29,1
1971,0,0,29,1
1972,0,0,29,1
1973,0,0,29,1
1974,0,0,29,1
1975,1,8.86,28.86,1
1976,0,0,28.86,1
1977,0,0,28.86,1
1978,0,0,28.86,1
1979,0,0,28.86,1
1980,1,1.71,28.86,1
1981,17,28.43,28.86,1
1982,2,23.71,28.86,1
1983,2,11.86,28.86,1
1984,0,0,28.86,1
1985,2,3,28.86,1
1986,0,0,28.86,1
1987,2,21.29,28.86,1
1988,0,0,28.86,1
1989,0,0,28.86,1
1990,0,0,28.86,1
1991,0,0,28.86,1
1992,1,16.71,28.86,1
1993,0,0,28.86,1
1994,0,0,28.86,1
1995,0,0,28.86,1
1996,0,0,28.86,1
1997,0,0,28.86,1
1998,0,0,28.86,1
1999,0,0,28.86,1
2000,0,0,28.86,1
2001,0,0,28.71,1
2002,0,0,28.71,1
2003,0,0,28.71,1
2004,0,0,28.71,1
2005,3,15.86,28.71,1
2006,0,0,28.71,1
2007,1,22.71,28.71,1
2008,0,0,28.71,1
2009,0,0,28.71,1
2010,1,15.14,28.71,1
2011,0,0,28.71,1
2012,2,8.43,28.71,1
2013,0,0,28.71,1
2014,0,0,28.71,1
2015,0,0,28.71,1
2016,0,0,28.71,1
2017,1,15.57,28.71,1
2018,0,0,28.71,1
2019,0,0,28.71,1
2020,0,0,28.71,1
2021,0,0,28.71,1
2022,1,13,28.71,1
2023,0,0,28.71,1
2024,7,24.29,28.71,1
2025,0,0,28.71,1
2026,0,0,28.71,1
2027,1,8.71,28.71,1
2028,0,0,28.71,1
2029,0,0,28.57,1
2030,3,15.14,28.57,1
2031,0,0,28.57,1
2032,0,0,28.57,1
2033,2,25.29,28.57,1
2034,4,21.71,28.57,1
2035,0,0,28.57,1
2036,1,2.29,28.57,1
2037,0,0,28.57,1
2038,0,0,28.57,1
2039,0,0,28.57,1
2040,0,0,28.57,1
2041,2,9.57,28.57,1
2042,1,2.14,28.57,1
2043,0,0,28.57,1
2044,4,25.14,28.57,1
2045,2,5.71,28.57,1
2046,0,0,28.57,1
2047,0,0,28.57,1
2048,1,14.86,28.57,1
2049,3,15,28.57,1
2050,0,0,28.57,1
2051,0,0,28.57,1
2052,1,11,28.57,1
2053,0,0,28.57,1
2054,0,0,28.57,1
2055,1,13.14,28.57,1
2056,0,0,28.57,1
2057,1,8.43,28.57,1
2058,1,25.43,28.57,1
2059,0,0,28.57,1
2060,0,0,28.57,1
2061,0,0,28.43,1
2062,0,0,28.43,1
2063,0,0,28.43,1
2064,0,0,28.43,1
2065,0,0,28.43,1
2066,0,0,28.43,1
2067,0,0,28.43,1
2068,2,27.71,28.43,1
2069,3,27.71,28.43,1
2070,0,0,28.43,1
2071,1,13.86,28.43,1
2072,0,0,28.43,1
2073,1,4.14,28.43,1
2074,1,21.14,28.43,1
2075,3,7.29,28.43,1
2076,3,27.71,28.43,1
2077,0,0,28.43,1
2078,0,0,28.43,1
2079,0,0,28.43,1
2080,0,0,28.43,1
2081,1,1.43,28.43,1
2082,0,0,28.43,1
2083,2,8.43,28.43,1
2084,0,0,28.43,1
2085,1,0.86,28.43,1
2086,0,0,28.29,1
2087,0,0,28.29,1
2088,0,0,28.29,1
2089,1,28.29,28.29,1
2090,1,1.29,28.29,1
2091,0,0,28.29,1
2092,2,5.43,28.29,1
2093,0,0,28.29,1
2094,2,22.14,28.29,1
2095,0,0,28.29,1
2096,3,26,28.29,1
2097,0,0,28.29,1
2098,4,11.14,28.29,1
2099,0,0,28.29,1
2100,1,11,28.29,1
2101,1,7.57,28.29,1
2102,0,0,28.29,1
2103,0,0,28.29,1
2104,1,18.86,28.29,1
2105,0,0,28.29,1
2106,3,21.14,28.29,1
2107,0,0,28.29,1
2108,0,0,28.29,1
2109,0,0,28.29,1
2110,1,13.29,28.29,1
2111,1,1.57,28.29,1
2112,0,0,28.29,1
2113,0,0,28.29,1
2114,0,0,28.29,1
2115,0,0,28.29,1
2116,0,0,28.29,1
2117,1,19,28.29,1
2118,0,0,28.29,1
2119,1,4.29,28.29,1
2120,0,0,28.14,1
2121,3,27.71,28.14,1
2122,0,0,28.14,1
2123,6,12.43,28.14,1
2124,0,0,28.14,1
2125,0,0,28.14,1
2126,0,0,28.14,1
2127,0,0,28.14,1
2128,3,24.43,28.14,1
2129,0,0,28.14,1
2130,0,0,28.14,1
2131,0,0,28.14,1
2132,2,25,28.14,1
2133,5,9.57,28.14,1
2134,0,0,28.14,1
2135,1,3.57,28.14,1
2136,0,0,28.14,1
2137,0,0,28.14,1
2138,1,2.86,28.14,1
2139,0,0,28.14,1
2140,1,7.14,28.14,1
2141,0,0,28.14,1
2142,0,0,28.14,1
2143,2,17,28.14,1
2144,0,0,28.14,1
2145,1,5.43,28.14,1
2146,2,24.57,28.14,1
2147,0,0,28.14,1
2148,0,0,28,1
2149,7,26.86,28,1
2150,0,0,28,1
2151,0,0,28,1
2152,2,14.29,28,1
2153,0,0,28,1
2154,2,21.86,28,1
2155,2,2.86,28,1
2156,0,0,28,1
2157,0,0,28,1
2158,0,0,28,1
2159,0,0,28,1
2160,0,0,28,1
2161,2,8.43,28,1
2162,0,0,28,1
2163,8,27.57,28,1
2164,0,0,28,1
